loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term,other_loans, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value,loan_status
288,5, Not Graduate, No,4000000,13900000,6,560000,530,6000000,5600000,12500000,6000000, Rejected
289,1, Not Graduate, Yes,3100000,11300000,14,775000,824,3700000,6000000,11000000,4400000, Approved
290,1, Not Graduate, Yes,7700000,25500000,12,1771000,549,18100000,10600000,20500000,7000000, Rejected
291,5, Not Graduate, Yes,4300000,9300000,10,602000,450,2100000,6700000,10000000,4100000, Rejected
292,1, Graduate, Yes,5800000,19500000,20,1972000,431,13800000,5000000,15600000,3300000, Rejected
293,3, Graduate, Yes,3600000,10700000,16,1368000,312,2300000,1600000,13100000,5200000, Rejected
294,0, Not Graduate, Yes,2900000,7600000,8,986000,320,8000000,5600000,9600000,3100000, Rejected
295,0, Graduate, No,8800000,20200000,4,2640000,433,16000000,4200000,30500000,12400000, Rejected
296,1, Not Graduate, Yes,300000,1000000,10,57000,431,400000,500000,900000,100000, Rejected
297,5, Not Graduate, Yes,8600000,28900000,8,2838000,516,9900000,1800000,30200000,6800000, Rejected
298,2, Not Graduate, Yes,3500000,12000000,14,1260000,476,1100000,6800000,12400000,2900000, Rejected
299,5, Graduate, No,800000,2600000,6,24000,560,100000,200000,3000000,1000000, Approved
300,2, Graduate, No,8000000,27100000,12,160000,674,14400000,400000,25300000,6400000, Approved
301,0, Not Graduate, Yes,9900000,38200000,6,3168000,573,17200000,10000000,20100000,5900000, Approved
302,2, Not Graduate, No,3300000,6600000,6,528000,331,6300000,2000000,8900000,2700000, Rejected
303,4, Graduate, Yes,2000000,6700000,12,20000,633,100000,800000,4800000,2000000, Approved
304,3, Not Graduate, No,4900000,12900000,18,588000,877,1800000,7000000,17900000,3300000, Approved
305,5, Not Graduate, Yes,9200000,23600000,12,3588000,656,1400000,11200000,36400000,4900000, Approved
306,0, Not Graduate, No,7500000,18200000,6,2400000,782,7400000,12000000,19800000,4100000, Approved
307,5, Not Graduate, No,9000000,29300000,4,1800000,531,10400000,9500000,35500000,5800000, Approved
308,3, Not Graduate, No,1400000,4100000,8,252000,455,3000000,1400000,2900000,2100000, Rejected
309,3, Graduate, No,9600000,19900000,14,3360000,452,4200000,16200000,28500000,6600000, Rejected
310,2, Graduate, No,8400000,33200000,14,2016000,474,19600000,15000000,25400000,11500000, Rejected
311,3, Not Graduate, No,6400000,24400000,4,2048000,483,7800000,2400000,19100000,4500000, Approved
312,4, Graduate, No,5900000,16800000,8,531000,481,6900000,11400000,19500000,3300000, Rejected
313,2, Graduate, Yes,2200000,5100000,20,330000,859,3800000,1200000,6400000,3100000, Approved
314,4, Graduate, Yes,5600000,14100000,14,896000,696,9000000,9200000,16500000,6800000, Approved
315,4, Not Graduate, No,9800000,28700000,6,196000,778,16600000,7400000,29700000,11100000, Approved
316,4, Graduate, No,4400000,14600000,4,660000,499,1300000,6500000,16100000,5700000, Approved
317,2, Not Graduate, Yes,2400000,4900000,4,72000,888,6400000,4300000,5100000,3400000, Approved
318,1, Graduate, No,4400000,10800000,12,836000,674,9600000,2700000,17200000,5300000, Approved
319,4, Graduate, No,3700000,13200000,4,555000,802,9800000,2400000,12500000,4300000, Approved
320,4, Not Graduate, Yes,2300000,7800000,8,138000,540,1500000,3400000,4700000,2800000, Rejected
321,4, Graduate, Yes,5900000,19600000,8,1357000,726,17400000,6800000,20100000,8000000, Approved
322,4, Not Graduate, Yes,6400000,23500000,2,1408000,485,7300000,2700000,23600000,3900000, Approved
323,4, Graduate, Yes,4900000,17100000,6,1764000,612,1300000,7000000,19500000,5000000, Approved
324,3, Not Graduate, Yes,9500000,24200000,8,570000,879,3100000,17200000,26400000,12700000, Approved
325,2, Not Graduate, No,5700000,16400000,12,285000,708,3700000,800000,15000000,4400000, Approved
326,2, Not Graduate, Yes,2700000,5700000,8,756000,850,3500000,5000000,10500000,3900000, Approved
327,2, Not Graduate, Yes,3900000,11300000,12,663000,516,3100000,0,10400000,4600000, Rejected
328,0, Not Graduate, No,7800000,28800000,12,0,465,4700000,7500000,28800000,7400000, Rejected
329,0, Graduate, No,1100000,3200000,20,418000,716,1800000,1400000,3600000,1500000, Approved
330,4, Not Graduate, No,200000,600000,10,4000,404,0,100000,400000,0, Rejected
331,0, Not Graduate, Yes,4700000,10600000,20,1316000,512,8400000,4000000,12300000,7000000, Rejected
332,3, Not Graduate, Yes,8200000,20600000,10,3280000,441,16100000,11400000,29100000,6100000, Rejected
333,2, Not Graduate, Yes,4600000,18400000,2,368000,555,7700000,2400000,14200000,4200000, Approved
334,5, Not Graduate, No,1800000,7000000,18,0,466,2600000,2100000,6000000,1900000, Rejected
335,3, Graduate, Yes,3200000,8600000,2,576000,427,3900000,1800000,7100000,4700000, Rejected
336,4, Not Graduate, Yes,5500000,20000000,14,330000,593,15100000,2700000,19900000,4900000, Approved
337,3, Graduate, No,7900000,18300000,10,2923000,731,4200000,3400000,22200000,8400000, Approved
338,1, Graduate, Yes,4000000,10100000,16,640000,451,7000000,3900000,14300000,3900000, Rejected
339,3, Not Graduate, Yes,6800000,16900000,18,2108000,628,3600000,900000,15600000,4900000, Approved
340,1, Not Graduate, No,2700000,9400000,18,540000,704,5300000,2300000,6400000,2400000, Approved
341,2, Not Graduate, No,6800000,23500000,12,1496000,341,19300000,11800000,14300000,8500000, Rejected
342,5, Graduate, No,8600000,21000000,8,1376000,465,11700000,14900000,19500000,9900000, Rejected
343,4, Graduate, No,8000000,30100000,4,3120000,431,11900000,13800000,18800000,11500000, Approved
344,1, Graduate, Yes,3700000,12600000,10,370000,424,5400000,1100000,14200000,4400000, Rejected
345,0, Graduate, No,2600000,5100000,14,52000,678,500000,1200000,6000000,3100000, Approved
346,4, Graduate, No,4200000,16800000,6,168000,381,9600000,3800000,14800000,5900000, Rejected
347,5, Graduate, Yes,8000000,28000000,10,1600000,449,18500000,1500000,17400000,3900000, Rejected
348,1, Not Graduate, No,7100000,23500000,12,1775000,768,6400000,12100000,22400000,7300000, Approved
349,0, Not Graduate, No,2000000,7000000,6,180000,666,0,1200000,4300000,1400000, Rejected
350,4, Not Graduate, Yes,5800000,13300000,14,1276000,742,16100000,9300000,16300000,7000000, Approved
351,3, Not Graduate, Yes,6700000,15800000,4,2613000,445,10500000,7600000,14100000,9100000, Rejected
352,2, Graduate, No,7300000,28700000,14,2628000,634,5900000,3800000,21200000,10800000, Approved
353,4, Not Graduate, No,3300000,9700000,14,462000,782,2500000,0,10400000,2200000, Approved
354,0, Graduate, No,3000000,7000000,10,420000,781,7200000,600000,11700000,2700000, Approved
355,4, Not Graduate, No,7900000,17200000,14,1343000,318,14200000,9500000,23200000,9000000, Rejected
356,5, Not Graduate, No,7600000,24100000,18,2128000,721,21900000,11500000,22900000,7200000, Approved
357,5, Not Graduate, No,3700000,9800000,4,1221000,563,9500000,5100000,11200000,3000000, Approved
358,2, Not Graduate, No,8400000,26300000,4,2688000,419,22900000,7900000,29200000,6200000, Approved
359,0, Graduate, Yes,8200000,20800000,14,328000,372,3800000,100000,26100000,5200000, Rejected
360,0, Not Graduate, No,2900000,9500000,18,580000,885,4300000,2300000,6500000,3500000, Approved
361,1, Not Graduate, Yes,9900000,38400000,12,1485000,596,10000000,9300000,36500000,6800000, Approved
362,0, Graduate, No,4400000,14100000,2,1056000,349,3300000,1300000,8800000,6200000, Approved
363,1, Not Graduate, Yes,9000000,32200000,16,2610000,468,4500000,16400000,28600000,10900000, Rejected
364,3, Not Graduate, Yes,6800000,26900000,16,544000,818,14700000,10400000,26300000,7300000, Approved
365,2, Not Graduate, No,8700000,28000000,12,3132000,543,16900000,6000000,22900000,6700000, Rejected
366,3, Graduate, No,9400000,21900000,16,0,685,8100000,5600000,34500000,5000000, Approved
367,3, Not Graduate, Yes,6000000,12500000,18,60000,851,14600000,5000000,16800000,5000000, Approved
368,1, Not Graduate, Yes,9400000,29800000,10,846000,377,24100000,18500000,30900000,11700000, Rejected
369,0, Not Graduate, Yes,1000000,4000000,10,400000,620,2400000,1300000,3700000,1100000, Approved
370,3, Graduate, Yes,900000,2300000,20,90000,611,600000,1500000,1900000,500000, Approved
371,4, Not Graduate, No,2100000,7700000,4,483000,767,1200000,1700000,6900000,1300000, Approved
372,5, Graduate, Yes,1100000,3200000,20,198000,592,3200000,700000,3500000,500000, Approved
373,0, Graduate, Yes,600000,2300000,4,186000,319,1600000,800000,2300000,700000, Approved
374,4, Not Graduate, Yes,9200000,25500000,10,2760000,900,9400000,10500000,27400000,12800000, Approved
375,2, Not Graduate, Yes,3600000,12800000,18,252000,814,8600000,4100000,10300000,4100000, Approved
376,5, Not Graduate, Yes,1300000,5000000,10,403000,755,2100000,2200000,4800000,1900000, Approved
377,5, Graduate, Yes,7700000,16800000,20,2618000,584,8600000,4800000,23400000,8000000, Approved
378,4, Graduate, Yes,9500000,23500000,14,2660000,380,22900000,6700000,25100000,7300000, Rejected
379,2, Not Graduate, Yes,5000000,17600000,20,900000,465,6200000,5200000,16500000,5200000, Rejected
380,0, Not Graduate, No,500000,1800000,2,155000,531,1300000,500000,1900000,700000, Approved
381,1, Graduate, Yes,8300000,32100000,16,2075000,814,18500000,2700000,28900000,7500000, Approved
382,0, Graduate, No,5300000,17900000,6,477000,678,4700000,3900000,14400000,3600000, Approved
383,2, Not Graduate, Yes,9300000,29000000,12,1302000,655,7900000,6800000,29900000,4900000, Approved
384,3, Not Graduate, No,2300000,7400000,2,207000,682,6500000,2400000,7600000,2100000, Approved
385,1, Not Graduate, No,400000,1300000,6,44000,695,200000,500000,800000,100000, Approved
386,3, Not Graduate, No,3200000,10800000,4,1248000,833,2600000,1000000,8700000,2600000, Approved
387,5, Not Graduate, Yes,9400000,35300000,16,564000,302,4100000,12500000,37000000,12900000, Rejected
388,1, Graduate, No,2300000,6600000,2,759000,357,5900000,200000,6000000,2200000, Rejected
389,5, Not Graduate, No,4300000,14500000,12,344000,302,12500000,4300000,12500000,5100000, Rejected
390,0, Graduate, Yes,6200000,22400000,18,248000,873,15700000,6600000,15800000,8200000, Approved
391,0, Not Graduate, Yes,7200000,19800000,12,2592000,658,12700000,8100000,25000000,7300000, Approved
392,5, Graduate, Yes,2400000,8700000,18,72000,877,2800000,2900000,7100000,1100000, Approved
393,3, Not Graduate, No,2900000,6300000,8,29000,648,3400000,3400000,7600000,1400000, Approved
394,1, Graduate, No,1400000,5200000,12,560000,730,2900000,0,3700000,700000, Approved
395,4, Not Graduate, Yes,2200000,8200000,14,220000,737,5800000,2800000,8200000,1400000, Approved
396,2, Graduate, Yes,800000,3200000,10,112000,584,0,200000,2100000,700000, Rejected
397,0, Graduate, No,600000,1700000,2,186000,621,400000,400000,2000000,200000, Approved
398,4, Graduate, Yes,700000,2700000,16,140000,583,1100000,1200000,1400000,300000, Approved
399,2, Not Graduate, No,8400000,25900000,16,2940000,621,8600000,13400000,33500000,4200000, Approved
400,2, Not Graduate, No,7100000,21500000,16,639000,610,5800000,12100000,14200000,9300000, Approved
401,4, Graduate, No,5400000,15700000,18,108000,452,13700000,2600000,16500000,6600000, Rejected
402,5, Graduate, No,3700000,7300000,18,37000,339,9300000,100000,13900000,5300000, Rejected
403,3, Graduate, Yes,5200000,15200000,16,416000,650,1300000,5700000,13500000,4100000, Approved
404,4, Not Graduate, Yes,200000,700000,10,38000,672,200000,200000,300000,300000, Approved
405,3, Graduate, No,500000,1000000,20,110000,501,800000,800000,900000,200000, Rejected
406,2, Not Graduate, Yes,1800000,5700000,4,396000,809,1200000,1900000,6300000,2400000, Approved
407,5, Graduate, Yes,9200000,29400000,8,2024000,318,18000000,5900000,33800000,5400000, Rejected
408,4, Not Graduate, No,900000,3300000,10,360000,649,0,400000,1800000,1200000, Approved
409,3, Not Graduate, No,7500000,28300000,12,2850000,367,9200000,11300000,22700000,7000000, Rejected
410,5, Not Graduate, No,3000000,11800000,6,150000,847,8200000,2200000,7100000,2300000, Approved
411,5, Graduate, No,7100000,18900000,12,1136000,360,10700000,1100000,19800000,8500000, Rejected
412,1, Graduate, Yes,3500000,7200000,2,805000,865,4100000,3200000,11900000,4200000, Approved
413,4, Not Graduate, No,4900000,18800000,16,1862000,880,4200000,4700000,13200000,2600000, Approved
414,1, Graduate, No,4100000,8400000,20,1312000,608,1400000,8000000,10000000,4400000, Approved
415,0, Graduate, Yes,800000,2100000,6,320000,760,300000,100000,1600000,600000, Approved
416,3, Graduate, Yes,1700000,4600000,12,357000,385,1500000,1300000,5200000,1700000, Rejected
417,0, Graduate, Yes,6100000,23300000,12,1098000,478,3800000,2300000,17700000,4900000, Rejected
418,1, Graduate, Yes,2100000,7700000,16,714000,327,5000000,500000,4700000,2300000, Rejected
419,0, Graduate, No,3100000,9300000,6,217000,663,1300000,1400000,8100000,3800000, Approved
420,2, Not Graduate, Yes,1700000,3500000,20,527000,693,2200000,1400000,4800000,1700000, Approved
421,3, Graduate, No,1700000,5400000,6,442000,710,4800000,700000,5800000,1700000, Approved
422,4, Not Graduate, Yes,4000000,14500000,6,600000,711,2400000,5700000,10900000,4100000, Approved
423,5, Graduate, No,5600000,18400000,8,728000,386,11300000,6700000,11300000,5600000, Rejected
424,4, Graduate, Yes,3900000,11900000,10,273000,855,10200000,4000000,10200000,2800000, Approved
425,4, Graduate, Yes,6100000,15300000,14,61000,573,1100000,9900000,13300000,8400000, Approved
426,0, Graduate, Yes,1100000,2800000,18,341000,431,500000,300000,4300000,1400000, Rejected
427,2, Graduate, No,5500000,14800000,8,1485000,364,13000000,4500000,12600000,4500000, Rejected
428,4, Graduate, Yes,1100000,3600000,14,242000,711,2500000,500000,3600000,600000, Approved
429,4, Not Graduate, Yes,400000,900000,20,160000,771,1000000,500000,1600000,500000, Approved
430,3, Graduate, No,9200000,36400000,18,3312000,669,3100000,12700000,30900000,12300000, Approved
431,4, Not Graduate, Yes,9300000,27500000,18,3627000,338,21500000,500000,34900000,6600000, Rejected
432,1, Graduate, No,1100000,3500000,8,220000,562,2300000,1200000,3200000,500000, Approved
433,3, Not Graduate, No,5600000,18700000,2,560000,769,8000000,8200000,17300000,4800000, Approved
434,0, Graduate, Yes,6300000,21500000,8,1701000,629,600000,3400000,22000000,5200000, Approved
435,3, Graduate, No,8800000,18100000,6,3432000,699,6400000,2100000,18500000,9400000, Approved
436,0, Not Graduate, No,8400000,20800000,20,1428000,590,5100000,8900000,32100000,10800000, Approved
437,3, Graduate, Yes,1600000,5700000,4,368000,707,3300000,2700000,6200000,2300000, Approved
438,3, Not Graduate, Yes,4500000,11400000,8,1530000,391,8500000,6800000,9900000,4500000, Rejected
439,5, Not Graduate, No,6500000,18500000,4,1560000,891,13600000,3300000,23600000,7100000, Approved
440,3, Graduate, Yes,9500000,20600000,2,1140000,731,13400000,3800000,20700000,9200000, Approved
441,3, Not Graduate, No,4700000,16700000,12,564000,775,4000000,1700000,17300000,3500000, Approved
442,5, Graduate, Yes,9600000,32400000,2,192000,897,3500000,15400000,26800000,6200000, Approved
443,5, Graduate, No,8000000,26700000,20,1920000,794,8000000,14700000,29900000,7800000, Approved
444,2, Graduate, No,7700000,16700000,6,1232000,555,12900000,2900000,18100000,8500000, Approved
445,1, Not Graduate, Yes,3600000,10300000,12,72000,536,6800000,500000,12200000,2700000, Rejected
446,2, Not Graduate, No,700000,1700000,10,119000,839,100000,700000,2000000,900000, Approved
447,0, Graduate, Yes,1400000,5100000,6,70000,890,4100000,1900000,5200000,1900000, Approved
448,1, Graduate, Yes,8600000,27900000,20,3096000,415,12200000,14800000,27100000,7900000, Rejected
449,4, Graduate, No,4700000,15700000,4,1175000,868,3300000,2500000,13800000,4800000, Approved
450,3, Graduate, Yes,2900000,5800000,12,0,353,8400000,2600000,10100000,3100000, Rejected
451,4, Not Graduate, No,9000000,29000000,16,1440000,590,4600000,15600000,29200000,12300000, Approved
452,5, Graduate, Yes,500000,900000,18,105000,618,1400000,600000,1200000,400000, Approved
453,2, Not Graduate, Yes,700000,1700000,10,273000,539,1400000,1000000,1900000,900000, Rejected
454,0, Graduate, No,6800000,27000000,4,2380000,429,17100000,7600000,21400000,9400000, Approved
455,2, Graduate, No,1800000,4700000,8,702000,792,4500000,1200000,4100000,2200000, Approved
456,0, Not Graduate, No,6000000,12400000,2,60000,608,3000000,2100000,17900000,6800000, Approved
457,4, Graduate, Yes,5400000,21500000,14,1026000,555,4300000,1500000,14300000,7500000, Approved
458,5, Graduate, Yes,8400000,17500000,12,2688000,620,15300000,13600000,26000000,5800000, Approved
459,0, Graduate, No,7400000,20900000,6,0,635,15600000,14000000,21000000,7200000, Approved
460,2, Graduate, No,3200000,12500000,10,992000,457,6100000,2000000,8200000,4300000, Rejected
461,1, Graduate, Yes,5400000,21400000,8,486000,350,2600000,1000000,19700000,6800000, Rejected
462,5, Graduate, Yes,1000000,2500000,14,220000,885,2200000,100000,2300000,1100000, Approved
463,0, Graduate, No,4400000,14700000,16,836000,638,4000000,2700000,14400000,2700000, Approved
464,1, Graduate, Yes,3800000,10500000,12,1292000,710,1800000,6200000,12500000,2500000, Approved
465,3, Not Graduate, Yes,6100000,20900000,18,122000,470,500000,8500000,18000000,7500000, Rejected
466,5, Not Graduate, Yes,5500000,17300000,16,0,874,1000000,2900000,13700000,7900000, Approved
467,5, Not Graduate, Yes,500000,1800000,18,65000,411,1000000,500000,1300000,200000, Rejected
468,0, Not Graduate, Yes,300000,1100000,2,36000,482,200000,100000,1100000,400000, Approved
469,1, Graduate, Yes,6200000,16900000,2,1736000,396,10600000,7500000,23700000,7600000, Rejected
470,0, Not Graduate, No,300000,900000,20,24000,436,0,400000,600000,200000, Rejected
471,0, Not Graduate, Yes,6900000,22100000,20,69000,303,13600000,4600000,22000000,6900000, Rejected
